building_id,building_type,building_class,corner1_lat,corner1_lon,corner2_lat,corner2_lon,corner3_lat,corner3_lon,corner4_lat,corner4_lon,building_levels,building_material,building_height,building_use
216976472,university,Schools,41.9316726,-88.7653442,41.9316726,-88.7650082,41.9319151,-88.7650082,41.9319151,-88.7653442,,,,
217767977,university,Schools,41.934753,-88.7750675,41.934753,-88.7736352,41.9358566,-88.7736352,41.9358566,-88.7750675,,,,
217768318,university,Schools,41.9339437,-88.7742175,41.9339437,-88.7735542,41.9343461,-88.7735542,41.9343461,-88.7742175,,,,
217876445,university,Schools,41.9380213,-88.7749735,41.9380213,-88.774381,41.9388671,-88.774381,41.9388671,-88.7749735,1,,,
217916490,dormitory,Single,41.9365309,-88.7752122,41.9365309,-88.7736485,41.9377001,-88.7736485,41.9377001,-88.7752122,,,,
217916527,yes,Single,41.9372939,-88.7762877,41.9372939,-88.7754974,41.9377021,-88.7754974,41.9377021,-88.7762877,,,,
218536012,dormitory,High,41.9379571,-88.7761653,41.9379571,-88.7748664,41.9384117,-88.7748664,41.9384117,-88.7761653,5,,,
218536188,dormitory,High,41.9379638,-88.7743558,41.9379638,-88.7737204,41.9389572,-88.7737204,41.9389572,-88.7743558,5,,,
218536679,university,Schools,41.936568,-88.7803273,41.936568,-88.7797347,41.9376377,-88.7797347,41.9376377,-88.7803273,1,,15,
218538607,stadium,Single,41.9346213,-88.7786171,41.9346213,-88.7768351,41.9349621,-88.7768351,41.9349621,-88.7786171,,,,
218548904,university,Schools,41.9311998,-88.7812291,41.9311998,-88.7805043,41.9316958,-88.7805043,41.9316958,-88.7812291,,,,
218548961,university,Schools,41.9319875,-88.7838836,41.9319875,-88.7836046,41.9322011,-88.7836046,41.9322011,-88.7838836,,,,
218549068,university,Schools,41.9318677,-88.7836182,41.9318677,-88.782961,41.9324065,-88.782961,41.9324065,-88.7836182,,,,
218549081,university,Schools,41.9327657,-88.787671,41.9327657,-88.7872149,41.9334481,-88.7872149,41.9334481,-88.787671,,,,
218549126,university,Schools,41.9337194,-88.7874269,41.9337194,-88.7869252,41.933905,-88.7869252,41.933905,-88.7874269,,,,
218549235,university,Schools,41.9356958,-88.7888015,41.9356958,-88.7884849,41.9359952,-88.7884849,41.9359952,-88.7888015,,,,
218549320,university,Schools,41.9323714,-88.779592,41.9323714,-88.7793925,41.9327618,-88.7793925,41.9327618,-88.779592,,,,
218549639,school,Schools,41.9337872,-88.7752173,41.9337872,-88.7748649,41.9340441,-88.7748649,41.9340441,-88.7752173,,,,
218637559,yes,Single,41.9334971,-88.7737853,41.9334971,-88.7736726,41.9336017,-88.7736726,41.9336017,-88.7737853,,,,
218638069,university,Schools,41.9349733,-88.7786072,41.9349733,-88.777126,41.9355458,-88.777126,41.9355458,-88.7786072,,,,
218643165,university,Schools,41.932662,-88.7714164,41.932662,-88.7704143,41.9336633,-88.7704143,41.9336633,-88.7714164,,,,
218643166,university,Schools,41.9334863,-88.7729175,41.9334863,-88.771047,41.9344886,-88.771047,41.9344886,-88.7729175,,,,
218645674,yes,Single,41.9328929,-88.7727646,41.9328929,-88.7718029,41.9334962,-88.7718029,41.9334962,-88.7727646,,,,
218901952,yes,Single,41.933071,-88.7746811,41.933071,-88.774539,41.9331488,-88.774539,41.9331488,-88.7746811,,,,
218902040,commercial,Commercial,41.9323851,-88.7738232,41.9323851,-88.7735318,41.9325754,-88.7735318,41.9325754,-88.7738232,,,,
218903188,yes,Single,41.9373747,-88.764065,41.9373747,-88.7637136,41.937674,-88.7637136,41.937674,-88.764065,,,,
227730124,yes,Single,41.9314556,-88.7125844,41.9314556,-88.7120935,41.9316452,-88.7120935,41.9316452,-88.7125844,,,,
227730125,yes,Single,41.9318838,-88.7125107,41.9318838,-88.7122638,41.9324941,-88.7122638,41.9324941,-88.7125107,,,,
227730126,yes,Single,41.931885,-88.7116408,41.931885,-88.7108002,41.9320379,-88.7108002,41.9320379,-88.7116408,,,,
227730127,yes,Single,41.9314504,-88.711644,41.9314504,-88.7108265,41.9316085,-88.7108265,41.9316085,-88.711644,,,,
255550551,apartments,Multi,41.9309607,-88.7784316,41.9309607,-88.7782801,41.9317258,-88.7782801,41.9317258,-88.7784316,,,,
255550553,apartments,Multi,41.9309307,-88.7788275,41.9309307,-88.7784617,41.9326455,-88.7784617,41.9326455,-88.7788275,,,,
255550555,apartments,Multi,41.931794,-88.7780847,41.931794,-88.7779262,41.9321631,-88.7779262,41.9321631,-88.7780847,,,,
255550557,apartments,Multi,41.9320831,-88.7776734,41.9320831,-88.7775158,41.9325867,-88.7775158,41.9325867,-88.7776734,,,,
255550559,apartments,Multi,41.9322797,-88.7780624,41.9322797,-88.7770921,41.9328831,-88.7770921,41.9328831,-88.7780624,,,,
255550560,apartments,Multi,41.9316352,-88.7775926,41.9316352,-88.7767864,41.931849,-88.7767864,41.931849,-88.7775926,,,,
255552174,apartments,Multi,41.9318998,-88.7773409,41.9318998,-88.7764329,41.9321343,-88.7764329,41.9321343,-88.7773409,,,,
255552175,apartments,Multi,41.9316156,-88.7766433,41.9316156,-88.775784,41.9321739,-88.775784,41.9321739,-88.7766433,,,,
255552176,apartments,Multi,41.9320303,-88.7763182,41.9320303,-88.7761593,41.9324713,-88.7761593,41.9324713,-88.7763182,,,,
255552177,apartments,Multi,41.9324562,-88.7773604,41.9324562,-88.7764564,41.9325728,-88.7764564,41.9325728,-88.7773604,,,,
255552178,apartments,Multi,41.932279,-88.7769908,41.932279,-88.7757941,41.9328782,-88.7757941,41.9328782,-88.7769908,,,,
255555386,commercial,Commercial,41.9318933,-88.77409,41.9318933,-88.7735489,41.9320855,-88.7735489,41.9320855,-88.77409,,,,
255563201,apartments,Multi,41.9300187,-88.7720135,41.9300187,-88.7714467,41.930833,-88.7714467,41.930833,-88.7720135,,,,
255563205,apartments,Multi,41.9298888,-88.7706899,41.9298888,-88.7700154,41.9304061,-88.7700154,41.9304061,-88.7706899,,,,
255563207,yes,Single,41.9304079,-88.7712394,41.9304079,-88.7710166,41.9306958,-88.7710166,41.9306958,-88.7712394,,,,
255565452,apartments,Multi,41.9317264,-88.771034,41.9317264,-88.7694437,41.9322423,-88.7694437,41.9322423,-88.771034,,,,
255566261,retail,Commercial,41.9314008,-88.768221,41.9314008,-88.7680467,41.9316892,-88.7680467,41.9316892,-88.768221,,,,
255568490,retail,Commercial,41.9314107,-88.7697757,41.9314107,-88.7695894,41.9316039,-88.7695894,41.9316039,-88.7697757,,,,
255570675,commercial,Commercial,41.9313423,-88.7712949,41.9313423,-88.7710463,41.9316891,-88.7710463,41.9316891,-88.7712949,,,,
255606628,retail,Commercial,41.9290652,-88.7477861,41.9290652,-88.7474092,41.9292264,-88.7474092,41.9292264,-88.7477861,,,,
255672412,yes,Single,41.9365844,-88.7722865,41.9365844,-88.7707906,41.9368043,-88.7707906,41.9368043,-88.7722865,,,,
255672422,church,Single,41.9377109,-88.7695529,41.9377109,-88.7689471,41.9380915,-88.7689471,41.9380915,-88.7695529,,,,
255682078,apartments,Multi,41.9300374,-88.7810478,41.9300374,-88.7806503,41.9301532,-88.7806503,41.9301532,-88.7810478,,,,
255682079,apartments,Multi,41.9302283,-88.7810399,41.9302283,-88.7806552,41.9303459,-88.7806552,41.9303459,-88.7810399,,,,
255682080,apartments,Multi,41.9304086,-88.7798901,41.9304086,-88.7794968,41.9305259,-88.7794968,41.9305259,-88.7798901,,,,
255682081,apartments,Multi,41.9304154,-88.7803536,41.9304154,-88.7799601,41.9305339,-88.7799601,41.9305339,-88.7803536,,,,
255682082,apartments,Multi,41.9302163,-88.780127,41.9302163,-88.7797303,41.9303376,-88.7797303,41.9303376,-88.780127,,,,
255682083,apartments,Multi,41.930022,-88.7798924,41.930022,-88.7795015,41.9301409,-88.7795015,41.9301409,-88.7798924,,,,
255682084,apartments,Multi,41.9300283,-88.7803533,41.9300283,-88.7799674,41.9301481,-88.7799674,41.9301481,-88.7803533,,,,
255682085,hotel,Commercial,41.9300669,-88.7787876,41.9300669,-88.778573,41.9305568,-88.778573,41.9305568,-88.7787876,,,,
255682086,retail,Commercial,41.9302332,-88.777476,41.9302332,-88.7773,41.9304921,-88.7773,41.9304921,-88.777476,,,,
255682087,hotel,Commercial,41.9302704,-88.7767362,41.9302704,-88.7762368,41.9305418,-88.7762368,41.9305418,-88.7767362,,,,
255683805,retail,Commercial,41.9312166,-88.775091,41.9312166,-88.7749622,41.9314423,-88.7749622,41.9314423,-88.775091,,,,
255683806,retail,Commercial,41.9311913,-88.7743018,41.9311913,-88.7741344,41.9314695,-88.7741344,41.9314695,-88.7743018,,,,
255683807,retail,Commercial,41.9312539,-88.7736529,41.9312539,-88.7735553,41.9314541,-88.7735553,41.9314541,-88.7736529,,,,
255683809,apartments,Multi,41.9302154,-88.7736585,41.9302154,-88.7734749,41.9307852,-88.7734749,41.9307852,-88.7736585,,,,
255689167,yes,Single,41.9312515,-88.7728721,41.9312515,-88.7726806,41.9315397,-88.7726806,41.9315397,-88.7728721,,,,
255689172,retail,Commercial,41.9306956,-88.770422,41.9306956,-88.7701098,41.9308313,-88.7701098,41.9308313,-88.770422,,,,
255689174,roof,Single,41.9308675,-88.7706029,41.9308675,-88.7701418,41.9309425,-88.7701418,41.9309425,-88.7706029,,,,
255689177,yes,Single,41.9299332,-88.7699677,41.9299332,-88.7697569,41.930228,-88.7697569,41.930228,-88.7699677,,,,
255689179,yes,Single,41.9305201,-88.7695961,41.9305201,-88.7693813,41.9308814,-88.7693813,41.9308814,-88.7695961,,,,
255703794,yes,Single,41.9318936,-88.7727884,41.9318936,-88.7724738,41.9320978,-88.7724738,41.9320978,-88.7727884,,,,
255709193,yes,Single,41.9310504,-88.7759112,41.9310504,-88.7757682,41.9313985,-88.7757682,41.9313985,-88.7759112,,,,
255709194,retail,Commercial,41.9311105,-88.7765532,41.9311105,-88.7764143,41.9313269,-88.7764143,41.9313269,-88.7765532,,,,
255709195,yes,Single,41.9309721,-88.7779675,41.9309721,-88.7776841,41.9313209,-88.7776841,41.9313209,-88.7779675,,,,
255720555,apartments,Multi,41.9481881,-88.7736409,41.9481881,-88.7733487,41.9486521,-88.7733487,41.9486521,-88.7736409,,,,
255720556,apartments,Multi,41.9475948,-88.7737024,41.9475948,-88.7733711,41.9480534,-88.7733711,41.9480534,-88.7737024,,,,
255720557,apartments,Multi,41.9481887,-88.7742217,41.9481887,-88.7738448,41.9486514,-88.7738448,41.9486514,-88.7742217,,,,
255720558,apartments,Multi,41.9481948,-88.7746925,41.9481948,-88.7743429,41.9486553,-88.7743429,41.9486553,-88.7746925,,,,
255720559,apartments,Multi,41.9476012,-88.7742167,41.9476012,-88.7738409,41.9480649,-88.7738409,41.9480649,-88.7742167,,,,
255720560,apartments,Multi,41.9475781,-88.7747124,41.9475781,-88.774353,41.9480369,-88.774353,41.9480369,-88.7747124,,,,
255720561,apartments,Multi,41.9481878,-88.7751621,41.9481878,-88.7749129,41.9486386,-88.7749129,41.9486386,-88.7751621,,,,
255720562,apartments,Multi,41.9476181,-88.7751398,41.9476181,-88.7748526,41.9480777,-88.7748526,41.9480777,-88.7751398,,,,
255720563,apartments,Multi,41.948189,-88.7757951,41.948189,-88.7754723,41.9486422,-88.7754723,41.9486422,-88.7757951,,,,
255720564,apartments,Multi,41.947585,-88.7757964,41.947585,-88.7754777,41.9480401,-88.7754777,41.9480401,-88.7757964,,,,
255720565,apartments,Multi,41.9481731,-88.7763177,41.9481731,-88.776029,41.9486186,-88.776029,41.9486186,-88.7763177,,,,
255720566,apartments,Multi,41.9475984,-88.7763514,41.9475984,-88.7760081,41.9480553,-88.7760081,41.9480553,-88.7763514,,,,
255720567,apartments,Multi,41.9481947,-88.7768631,41.9481947,-88.776564,41.9486443,-88.776564,41.9486443,-88.7768631,,,,
255720568,apartments,Multi,41.947571,-88.7768196,41.947571,-88.7765345,41.9480329,-88.7765345,41.9480329,-88.7768196,,,,
255720569,apartments,Multi,41.9482102,-88.7773703,41.9482102,-88.7770866,41.9486574,-88.7770866,41.9486574,-88.7773703,,,,
255720570,apartments,Multi,41.947566,-88.7773677,41.947566,-88.7771013,41.9480181,-88.7771013,41.9480181,-88.7773677,,,,
255788878,apartments,Multi,41.9366121,-88.7694036,41.9366121,-88.7684413,41.9368032,-88.7684413,41.9368032,-88.7694036,,,,
255788879,apartments,Multi,41.9369648,-88.768638,41.9369648,-88.7683971,41.937195,-88.7683971,41.937195,-88.768638,,,,
255788880,apartments,Multi,41.9371926,-88.7686252,41.9371926,-88.7683926,41.9373786,-88.7683926,41.9373786,-88.7686252,,,,
255788881,yes,Single,41.9366726,-88.7697688,41.9366726,-88.7694848,41.9368404,-88.7694848,41.9368404,-88.7697688,,,,
255793974,yes,Single,41.9460004,-88.7726771,41.9460004,-88.7722948,41.9462147,-88.7722948,41.9462147,-88.7726771,,,,
255793975,yes,Single,41.945446,-88.7726828,41.945446,-88.7725388,41.9457059,-88.7725388,41.9457059,-88.7726828,,,,
255793977,yes,Single,41.945387,-88.773721,41.945387,-88.7734211,41.9456111,-88.7734211,41.9456111,-88.773721,,,,
255793978,yes,Single,41.9455485,-88.7740009,41.9455485,-88.773675,41.9457919,-88.773675,41.9457919,-88.7740009,,,,
255793982,yes,Single,41.9448268,-88.7728804,41.9448268,-88.7727945,41.9449504,-88.7727945,41.9449504,-88.7728804,,,,
255793996,yes,Single,41.9446319,-88.7738683,41.9446319,-88.773601,41.9449758,-88.773601,41.9449758,-88.7738683,,,,
255793997,yes,Single,41.9442663,-88.7735724,41.9442663,-88.7734381,41.9443858,-88.7734381,41.9443858,-88.7735724,,,,
255793998,yes,Single,41.9437739,-88.773865,41.9437739,-88.7735828,41.9441186,-88.7735828,41.9441186,-88.773865,,,,
255795948,church,Single,41.9441427,-88.772563,41.9441427,-88.7719525,41.9444654,-88.7719525,41.9444654,-88.772563,,,,
255816351,yes,Single,41.9317575,-88.7734522,41.9317575,-88.7733353,41.9320783,-88.7733353,41.9320783,-88.7734522,,,,
255831895,retail,Commercial,41.929785,-88.755122,41.929785,-88.7545876,41.9302315,-88.7545876,41.9302315,-88.755122,,,,
256976749,school,Schools,41.9367227,-88.7500569,41.9367227,-88.7490058,41.937816,-88.7490058,41.937816,-88.7500569,,,,
256983664,yes,Single,41.9410169,-88.7470667,41.9410169,-88.7465386,41.9412521,-88.7465386,41.9412521,-88.7470667,,,,
256985524,yes,Single,41.9414582,-88.7481185,41.9414582,-88.7477747,41.9418029,-88.7477747,41.9418029,-88.7481185,,,,
256985525,university,Schools,41.9396481,-88.7508259,41.9396481,-88.7502102,41.9398774,-88.7502102,41.9398774,-88.7508259,,,,
256995582,yes,Single,41.9318616,-88.7506008,41.9318616,-88.7494826,41.9324438,-88.7494826,41.9324438,-88.7506008,,,,
256995584,yes,Single,41.9319921,-88.7493023,41.9319921,-88.7487604,41.9322817,-88.7487604,41.9322817,-88.7493023,,,,
256995587,yes,Single,41.9307243,-88.7499688,41.9307243,-88.7491438,41.9314778,-88.7491438,41.9314778,-88.7499688,,,,
256995591,yes,Single,41.9308523,-88.7502336,41.9308523,-88.7500845,41.9310298,-88.7500845,41.9310298,-88.7502336,,,,
256995592,yes,Single,41.9309061,-88.7506335,41.9309061,-88.7503178,41.9311125,-88.7503178,41.9311125,-88.7506335,,,,
256995593,yes,Single,41.931071,-88.7513837,41.931071,-88.7506989,41.9315933,-88.7506989,41.9315933,-88.7513837,,,,
256997839,yes,Single,41.9311913,-88.7552676,41.9311913,-88.7547184,41.9316269,-88.7547184,41.9316269,-88.7552676,,,,
256997840,commercial,Commercial,41.9309783,-88.7559134,41.9309783,-88.7555674,41.9313612,-88.7555674,41.9313612,-88.7559134,,,,
257028220,yes,Single,41.9315812,-88.7522921,41.9315812,-88.7520143,41.93184,-88.7520143,41.93184,-88.7522921,,,,
257028221,yes,Single,41.931531,-88.7527283,41.931531,-88.7523502,41.9317451,-88.7523502,41.9317451,-88.7527283,,,,
259920990,commercial,Commercial,41.958466,-88.7218471,41.958466,-88.7214291,41.958763,-88.7214291,41.958763,-88.7218471,,,,
259938584,yes,Single,41.9662432,-88.7183913,41.9662432,-88.71768,41.9669391,-88.71768,41.9669391,-88.7183913,,,,
259940383,commercial,Commercial,41.9672981,-88.7185133,41.9672981,-88.7178353,41.9674918,-88.7178353,41.9674918,-88.7185133,,,,foodservice
302982619,school,Schools,41.917264,-88.7564136,41.917264,-88.7554558,41.9179754,-88.7554558,41.9179754,-88.7564136,,,,
302982817,school,Schools,41.9106457,-88.7556795,41.9106457,-88.7538511,41.9121953,-88.7538511,41.9121953,-88.7556795,,,,
305487532,school,Schools,41.9195163,-88.7663181,41.9195163,-88.7653672,41.9201348,-88.7653672,41.9201348,-88.7663181,,,,
314297785,university,Schools,41.9475536,-88.7654273,41.9475536,-88.7648809,41.9480992,-88.7648809,41.9480992,-88.7654273,,,,
314301938,university,Schools,41.9372459,-88.7636666,41.9372459,-88.7635607,41.9373586,-88.7635607,41.9373586,-88.7636666,,,,
314302338,university,Schools,41.937889,-88.7637796,41.937889,-88.7634791,41.9381602,-88.7634791,41.9381602,-88.7637796,,,,
314304437,university,Schools,41.9379849,-88.7640581,41.9379849,-88.763869,41.9380911,-88.763869,41.9380911,-88.7640581,,,,
318327021,retail,Commercial,41.9002337,-88.7392978,41.9002337,-88.73902,41.9003629,-88.73902,41.9003629,-88.7392978,,,,
318327033,roof,Single,41.9001853,-88.740051,41.9001853,-88.7399005,41.9002601,-88.7399005,41.9002601,-88.740051,,,,
318327034,roof,Single,41.8999672,-88.7395158,41.8999672,-88.7392853,41.9001056,-88.7392853,41.9001056,-88.7395158,,,,
318327035,roof,Single,41.8999368,-88.7391327,41.8999368,-88.7389085,41.9000718,-88.7389085,41.9000718,-88.7391327,,,,
327137145,apartments,Multi,41.9495523,-88.7817037,41.9495523,-88.7807703,41.9497487,-88.7807703,41.9497487,-88.7817037,,,,
327347335,house,Single,41.9360883,-88.7422416,41.9360883,-88.7420205,41.9361949,-88.7420205,41.9361949,-88.7422416,,,,
327347626,yes,Single,41.9330205,-88.7400685,41.9330205,-88.739866,41.933217,-88.739866,41.933217,-88.7400685,,,,
327439694,detached,Single,41.9340493,-88.748923,41.9340493,-88.7487413,41.9342221,-88.7487413,41.9342221,-88.748923,,,,
327442732,storefront,Single,41.9312885,-88.7690351,41.9312885,-88.7688148,41.9318401,-88.7688148,41.9318401,-88.7690351,,,,
327442789,yes,Single,41.9316706,-88.7706505,41.9316706,-88.7704936,41.9317749,-88.7704936,41.9317749,-88.7706505,,,,
327442790,yes,Single,41.9305026,-88.7684767,41.9305026,-88.7683129,41.9309167,-88.7683129,41.9309167,-88.7684767,,,,
327443383,storefront,Single,41.9318632,-88.7690289,41.9318632,-88.7688384,41.9321934,-88.7688384,41.9321934,-88.7690289,,,,
327444308,public,Commercial,41.9279399,-88.747704,41.9279399,-88.7470998,41.9284611,-88.7470998,41.9284611,-88.747704,,,,
327476880,commercial,Commercial,41.9469164,-88.7209995,41.9469164,-88.7201471,41.9475919,-88.7201471,41.9475919,-88.7209995,,,,
327477600,retail,Commercial,41.9477116,-88.7276448,41.9477116,-88.7252678,41.9493029,-88.7252678,41.9493029,-88.7276448,,,,
327478741,retail,Commercial,41.9484507,-88.7226888,41.9484507,-88.7203311,41.9502059,-88.7203311,41.9502059,-88.7226888,,,,
327478949,retail,Commercial,41.9470601,-88.724303,41.9470601,-88.7228312,41.9481743,-88.7228312,41.9481743,-88.724303,,,,
327696497,apartments,Multi,41.9316804,-88.7693729,41.9316804,-88.7692054,41.9321814,-88.7692054,41.9321814,-88.7693729,,,,
327697119,barn,Single,41.9316741,-88.769988,41.9316741,-88.7698656,41.9318209,-88.7698656,41.9318209,-88.769988,,,,
327699408,garage,Single,41.9336357,-88.7740788,41.9336357,-88.7739886,41.9337154,-88.7739886,41.9337154,-88.7740788,,,,
328211272,apartments,Multi,41.9494772,-88.7806425,41.9494772,-88.7803912,41.9501722,-88.7803912,41.9501722,-88.7806425,,,,
328211807,apartments,Multi,41.9502352,-88.7813935,41.9502352,-88.7804619,41.9504277,-88.7804619,41.9504277,-88.7813935,,,,
328211808,apartments,Multi,41.9498096,-88.7818734,41.9498096,-88.781615,41.9505066,-88.781615,41.9505066,-88.7818734,,,,
328222217,office,Commercial,41.9493679,-88.7824764,41.9493679,-88.7823275,41.949474,-88.7823275,41.949474,-88.7824764,,,,
328231417,garages,Single,41.9498487,-88.7801113,41.9498487,-88.7799291,41.9504107,-88.7799291,41.9504107,-88.7801113,,,,
328231418,yes,Single,41.9497287,-88.7801118,41.9497287,-88.7799317,41.9498491,-88.7799317,41.9498491,-88.7801118,,,,
